fname,dialogue,summary,topic
train_34,"#person1#: 그래서, 휴가는 어땠어요? 파리에 갔었죠? #person2#: 네, 부모님과 함께 갔어요. 토요일에  돌아왔어요. 정말 멋졌어요! #person1#: 어떤 명소들을 방문했나요? #person2#: 우리는 가장 유명한 장소들, 에펠탑, 노트르담 대성당을 다 봤어요... 정말 흥미로웠어요. #person1#: 투어를 다녔나요? #person2#: 하나만 다녔어요 - 센강에서의  투어였어요. #person1#:   정말 멋져 보이네요. #person2#: 네. 도시를 보는 좋은 방법이었어요. #person1#: 유명한 미술관에도 가셨나요? #person2#: 네. 부모님은 미술을 좋아하셔서 미술관에서 몇 시간을 보냈어요. 하지만 저는 그게 좀 지루했어요. 그림에 별로 관심이 없어서요. #person1#: 그럼,  뭐하셨나요? #person2#: 음, 제가 가장 좋아했던 것은 그냥 카페에 앉아서 사람들을 보는 것이었어요. 정말 편안했고, 프랑스 커피는 정말 좋아요. #person1#: 저에게도 정말 좋은 휴가일 것 같아요. 하지만 저는 일이 있어요. 언젠가 저도 가보고 싶네요.","#person1#은 #person2#에게 파리로의 휴가 동안 무엇을 했는지 물었습니다. #person2#는 가장 유명한 장소들을 모두 보았고, 카페에 앉아서 즐기는 게 가장 좋았습니다. #person1#은 휴가를 기대하고 있습니다.",휴가
train_35,"#person1#: 나는 텔레비전 보는 것이 지겨워. 오늘  영화관에 가자. #person2#: 좋아. 시내로 갈래? 아니면 우리 동네에 좋은 영화가 있는 거야? #person1#: 나는 많은    않아. 신문에  극장에 대해 어떻게 써 있니? #person2#: 여기 페이지에 목록이 있어...  칼럼. 여기 있네. 리알토는 어디야? 거기에 완벽한 영화가 있어. #person1#: 그곳은 너무 멀어. 그리고 거기는 주차할 공간을  어려워. #person2#: 그럼, 그랜드 극장에는 '바람과 함께 사라지다'가 있어. #person1#: 나는 그걸 몇  전에 봤어. 다시 보고 싶어서 참을 수 없었어. 게다가, 너무 길어. 우리는 자정까지  돌아오지  거야. #person2#: 센터에는  영화가 있어. 그걸 보고 싶지 않아? #person1#: 아니, 정말로. 나는 오늘 밤 잠을 못 잘 거야. #person2#: 그게 거의 다야. 우리가 결정을 바꾸고 시내로 가지 않는다면. #person1#: 아니, 우리는 그것을 지불할 수 없어. 우리가 아직 보지  뭔가가 있을 거야. #person2#: 여기, 네가  찾아봐, 나는 다른 것을 못찾겠어. #person1#: 이걸 봐! #person2#:  #person1#: 텔레비전 시간표에, 오늘 밤에 텔레비전에서  경기가 있어. #person2#: 나는 tv 프로그램은 찾아보지 않았어. 나는 영화 광고를 보고 있었어. #person1#: 알아, 하지만 나는 그것을 우연히 발견했어. 뉴욕이 보스턴을 상대로 하고 있어. #person2#: 그것은 좋을 거야. 나는 그것을 보는 것이 괜찮을 것 같아. #person1#: 좋아. 집에 머무르자. 우리는 금요일에 영화관에 갈 수 있어.","#person1#은 텔레비전 보는 것이 지겨워서, #person1#과 #person2#는 신문에서 영화를 선택하기 위해 검색한다. 하지만 적합한 것을 결정하지 못한다. #person1#은 오늘 밤에 야구 경기가 있을 것을 발견하고, 그래서 그들은 집에 머무르기로 결정한다.",영화 보기
train_36,"#person1#: 리사야, 뭐 보고 있어? #person2#:  영화. 내년에 일년 동안 일본에 있을 예정이라서 그 문화에 대해 더 알아야겠어. #person1#: 네  프로그램에 합격했다는 거야? #person2#: 물론이지. #person1#: 대단하다. 기대되겠어. #person2#: 기대되기도 하고 떨리기도 해. 내가 기본적인  기술을 향상시켜야 한다는 거 알잖아. #person1#: 일본어를 얼마나 이해할 수 있어? #person2#: 지금은 조금밖에 못해. 하지만 다음  특별한  수업을  예정이야. #person1#: 나도 너처럼 외국어를 잘하면 좋겠어. 해외에서 공부하고 싶어. #person2#: 그럼 왜 안해? 학교에는 외국어를 완벽하게 구사할 필요가  프로그램이 많아. 단지 새로운 환경에 빠르게 적응할 수 있는 사람이면  #person1#: 모든 프로그램이 외국어를 알아야 한다고 생각했어. 이런 정보를 알려줘서 고마워.",리사는 프로그램에 합격하여 내년에 일본에 갈 예정이다. 그녀는 #person1#에게 외국어를 완벽하게 구사할 필요가 없는 프로그램에 참여하도록 권장한다.,외국어
train_37,"#person1#: 안녕,  시골에서의  잘 보냈니? #person2#: 응, 고마워. 우리는 즐거운 시간을 보냈어. 그리고 몇몇 친구들도 함께 갔어. #person1#: 어디에서 묵었어? 호텔에서? #person2#: 아니. 우리는 스노우돈  산에서 캠핑했어. 우리는 모든 식사를  위에서 요리했어. #person1#: 정말 멋져 보여. 날씨는 어땠어? #person2#: 거의    있었고,  전혀  않았어. #person1#: 그곳 사람들이 마음에 들었어? #person2#: 응, 그들은 정말 좋았어. 우리는 몇몇 농부들을 만났고 그들의 집에서  마셨어. #person1#: 언제 돌아왔어?   #person2#: 아니. 오늘 아침. 우리가  것처럼  거야. 우리는  30분에 일어나서 5시에 떠났고, 여기에는 9시에 도착했어. 너무 피곤해. 너는 어때?  잘 보냈어? #person1#: 응, 하지만 별로 많은  하지 않았어. 나는 집에 있었어. 날씨가 너무 나빴어.","수는 시골에서 훌륭한 휴가를 보냈고, 날씨도 좋았습니다. #person1#은 날씨가 너무 나빠서 주말에 그냥 집에 있었습니다.",휴가
train_38,"#person1#: 왜 여자친구가 있다는 걸 말해주지 않았어? #person2#: 미안, 네가 알고 있다고 생각했어. #person1#: 하지만 당신은 그녀를 사랑한다고 나에게 말했어야 했어. #person2#: 그런 말 안 했었나? #person1#: 네가 그런 말 안 했다는 걸 알잖아. #person2#: 그럼, 지금 말해주는 거야. #person1#: 그래, 하지만 네가 먼저 말해줄 수도 있었잖아. #person2#: 네가 관심 있을 줄 몰랐어. #person1#: 진짜 농담이지. 어떻게 그녀와 결혼할 거라는 걸 말하지 않을 수 있어? #person2#: 미안, 그게 중요하다고 생각하지 않았어. #person1#: 아, 남자들이란! 다 똑같아.",#person1#은 #person2#가 여자친구가 있고 그녀와 결혼할 것이라는 사실을 #person1#에게 말하지 않아서 화가 났다.,여자친구가 있다
train_39,"#person1#: 편하게 계세요.   드릴게요.  식사가 거의 준비되었어요. 식욕을 돋우셨길 바래요. #person2#:  사랑스러어요, 아르망! 정말 흥미로운 인테리어. . . 매우. . .  스타일이네요. #person3#: 정말 대단해요! 정말 훌륭한 감각이 있으신 것 같아요, 아르망. 집을 다시 꾸미려고  중인데, 몇 가지  좀 해주실 수 있을까요? #person1#: 기꺼이 도와드릴게요. 자리에 앉으세요.  한  드릴까요? #person3#: 우리도 좋아해요! #person1#: 여기 있어요. 제 고향에서 직접 가져온 특별한 메를로 와인이에요. 독특한 재료가 들어가서    뛰어납니다. #person3#:  . . 맛있네요! #person2#: 제 입맛에는 조금  것 같아요. . . 거의. . . 마치. . . #person3#: 엘렌! 엘렌! 괜찮아요? #person1#: 그녀가 기절했나요? #person3#: 네. . . #person1#: 음료에 너무 많이   않았길 바래요! 우리의 식사를 망치게 될 테니까요!","엘렌과 #person3#이 아르망의 집을 방문하여 함께 저녁 식사를 합니다. 아르망이 제공한 와인은 엘렌에게는 조금 쓴 맛이 나고, 그녀는 기절합니다.",저녁 식사하기
train_40,"#person1#: 저   드레스를 샀어요. 어떻게 생각하세요? #person2#: 정말 잘 어울려요. 그럼 면접이나 파티에  건가요? #person1#: 아니요, 제 학교에서 강연을  초대받았어요. #person2#: 그  얼마를 줬나요? #person1#: 저는 그냥 $70만 지불했어요. $30을 절약했어요. #person2#: 정말  잘 샀네요. #person1#: 맞아요. 제가 쇼핑하러  동안 당신은  했나요? #person2#:  tv를 보다가  좀 읽었어요. 그렇게 흥미로운 책이 아니라서 몇 페이지만 읽었어요. 그리고 샤워했어요. #person1#: 당신이 마이크를 만나러 간다고  것 같은데요. #person2#:  그의 집에 방문할 거예요. 그는 내일 아침에 집에 돌아올 거예요. #person1#: 그가 그 사고 이후에 드디어 집에 돌아올 수 있어서 기쁘네요.","#person1#이 새 드레스를 싸게 잘 산 동안, #person2#는 집에서 tv를 보고, 지루한 책을 읽고, 샤워를 했습니다.",쇼핑 가기
train_41,"#person1#: 안녕하세요, 올리비아씨 계신가요? #person2#: 죄송합니다. 그녀는 점심을 먹으러 나갔습니다. 메시지를 남기시겠습니까? #person1#: 네. 헤리스입니다. 올리비아에게 제가 영화관 매표소에서  10분에 기다리고 있을 거라고 전해주실 수 있나요? #person2#: 알겠습니다, 헤리스님. 10시에 매표소에서 그녀를 기다리실 거군요. #person1#: 아니요, 7시 10분에요. #person2#: 아, 죄송합니다, 7시 10분에요. 올리비아에게 전해드리겠습니다. #person1#: 감사합니다.",헤리스가 올리비아에게 전화를 걸었지만 올리비아는 없었습니다. #person2#가 메시지를 남기라고 요청했습니다.,메시지 남기기
train_42,"#person1#: 안녕하세요, 이곳이 스미스 박사님의 사무실인가요? #person2#: 네, 맞습니다. 무엇을 도와드릴까요? #person1#: 네, 스미스 박사님과 통화하고 싶은데요? #person2#: 스미스 박사님은 오후에 집으로 가셨습니다. 전화하신  누구신지 여쭤봐도 될까요? #person1#: 제 이름은  화이트입니다. #person2#: 아, 화이트  스미스 박사님께서 집 전화번호를 알려드리라고 하셨습니다. #person1#: 잠시만요. 네, 그 번호가 어떻게 되나요? #person2#: 그의 번호는 #phonenumber#입니다. #person1#: 정말 감사합니다. #person2#: 괜찮습니다."," 스미스 박사님에게 전화를 거는데, 그는 없습니다. #person2#가 짐에게 그의 번호를 물어봅니다.",전화번호 남기기
train_43,"#person1#: 왜 그렇게 흥분하고 있어, 에드워드?  일이 있어? #person2#: 그럼요. 기쁜 일이기도 하고  있는 일이기도 해요. 오늘 아침에 지하철을  학교에 갔어요. 지하철 역에서는 한 권의 소설이 좌석에  있었고, 또 다른 한  엘리베이터 근처에 있었어요. #person1#: 정말이야? 누군가가 공유하려고 놓아둔 것 같아. #person2#: 네, 저는  책이 궁금했어요. 이런 방식으로 시간을 보내는 것은  좋은 방법이죠. 저도 제 책을 거기에 놓으려고 생각하고 있어요. 공유하려고요. #person1#: 좋아. 하지만 제발, 적절한   교통을 방해하지 않도록 해. #person2#: 알겠어요.",에드워드는 사람들이 시간을 보내는 좋은 방법이라고 생각하기 때문에 지하철에 책을  것에 흥분하고 있습니다.,책 공유하기
train_44,"#person1#: 다음 주에  생일 파티가 있네. 얼마나 흥분되는지! 생일 선물로 뭘 원해? #person2#: 음, 당신의 차처럼 좋은  정말 멋질거에요. #person1#: 음...아직 차는 좀 이르지 않을까?  아직 9살이라는 걸 알고 있지? 인형은 어때? #person2#: 엄마, 저 남자에요. 남자애들은  같은 인형으로  않아요, 그런데 기관총도 괜찮을 것 같아요. #person1#: 음, 이번에는 안 돼. 아마 너에게  드레스와 작은 핸드백을  수 있을 것 같아, 아들. 아마도... #person2#: 아마도 나는 엄마가  너무 원하는 것 같으니 이름을 메리로 바꿔야 할 것 같지 않아요?","#person2#는 멋진 생일 선물을 원하지만, 그의 엄마는 그에게 여성스러운 선물을 주고 싶어한다.",생일
train_45,"#person1#: 너 아직도 그 연속극을 보고 있니, 낸시? #person2#:  그게 틀어지면   수가 없어. #person1#: 그게 그렇게 매력적이야? #person2#: 음, 오페라의 출연진은 그다지 강하지  이야기도 그렇게 인상적이지 않아, 하지만  배우의 연기는 정말 뛰어나. 그리고 잘생겼어. #person1#: 지금 휴식이 필요하다고 생각하면 어떨까?  채널에  경기가 있어. #person2#: 아, 그 바보 같은  얘기는 그만해. 나는 왜 사람들이 하나의  쫓아다니는지 정말 이해가 안  #person1#: 프로그램을 선택할 수 있다면, 차라리 나는 다큐멘터리를 보겠어, 이런 종류의 연속극은 정말 지루해. #person2#: 모든 사람은 각자의 취향이 있어. 그리고  사람의 고기는 다른 사람의 독'이라는  들어본 적 있어? #person1#: 하지만 너는 거의 5시간 동안 tv  있었어, 심지어 저녁  시간에도. 너는 내가 본 가장 이기적인 사람이라고 말하고 싶어. #person2#: 음, 음, 채널을 ","낸시가 연속극을 보고 있지만, #person1#은 축구 경기를 보고 싶어한다. 낸시는 휴식을 거부하므로 #person1#은 그녀가 이기적이라고 말한다.",TV 시청
train_46,"#person1#: 유잉씨가 회의장에 4시에 도착해야 한다고 했죠? #person2#: 네, 그분이 특별히  않도록 요청했습니다. 우리 이스트  지사에서 몇몇 사람들이 오는데, 그분들에게 좋은 인상을 남기고 싶어하시네요. 어떻게  건가요? #person1#: 제 차를 타고 가려고 했는데, 고속도로에 공사가 있어서 지하철을 이용할 것 같아요. 당신은요? #person2#: 저도 지하철을 이용할 거예요. 같이 가는 건 어떨까요? 저는 회의장에 한 번 가봐서, 거기서  잘 찾을 수 있을지 모르겠어요.","회의장에 일찍 도착하기 위해 #person1#과 #person2#는 지하철을 이용하기로 결정하고, #person2#는 함께 가는 것을 제안한다.",회의장
